,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
140,female,group C,some high school,free/reduced,none,58,66,63
141,female,group D,some high school,standard,none,61,63,62
142,female,group C,associate's degree,free/reduced,none,35,46,45
143,male,group A,some high school,standard,none,52,55,45
144,male,group B,associate's degree,free/reduced,none,68,66,64
145,male,group D,bachelor's degree,standard,none,92,88,87
146,male,group B,some college,free/reduced,completed,82,83,82
147,female,group E,associate's degree,free/reduced,completed,89,93,91
148,male,group E,some high school,free/reduced,none,66,69,61
149,female,group D,associate's degree,standard,none,86,93,93
150,female,group D,bachelor's degree,standard,completed,59,74,82
151,male,group C,some college,free/reduced,none,60,62,56
152,female,group D,associate's degree,free/reduced,none,68,73,74
153,male,group D,some high school,standard,none,61,59,52
154,male,group C,some high school,standard,none,71,67,70
155,male,group B,associate's degree,standard,none,75,61,66
156,female,group B,some high school,standard,none,68,71,74
157,male,group B,some college,standard,none,81,68,71
158,male,group C,associate's degree,free/reduced,none,69,61,59
159,male,group C,high school,free/reduced,completed,57,63,58
160,female,group C,associate's degree,free/reduced,none,60,77,70
161,female,group B,associate's degree,standard,completed,82,79,81
162,male,group B,bachelor's degree,free/reduced,none,85,90,80
163,male,group B,associate's degree,standard,none,83,74,71
164,female,group D,some high school,free/reduced,none,70,83,74
165,male,group C,high school,standard,completed,75,81,74
166,female,group B,some high school,standard,completed,62,65,67
167,female,group D,some college,standard,none,79,73,76
168,female,group C,bachelor's degree,standard,completed,76,94,98
169,male,group B,bachelor's degree,standard,completed,77,76,77
170,male,group C,associate's degree,free/reduced,completed,82,81,83
171,male,group B,bachelor's degree,standard,none,79,75,75
172,male,group B,some college,standard,completed,55,50,51
173,male,group C,master's degree,free/reduced,completed,69,81,81
174,female,group C,associate's degree,free/reduced,none,31,48,49
175,female,group B,high school,free/reduced,completed,62,72,78
176,male,group D,master's degree,standard,completed,86,93,88
177,male,group D,some college,standard,none,100,92,89
178,female,group C,associate's degree,free/reduced,none,36,53,46
179,female,group A,master's degree,standard,none,82,86,84
180,male,group C,some college,free/reduced,completed,59,63,62
181,female,group D,bachelor's degree,free/reduced,completed,62,79,82
182,male,group B,associate's degree,free/reduced,completed,63,75,71
183,female,group C,master's degree,standard,none,72,78,77
184,male,group B,associate's degree,standard,completed,69,60,61
185,male,group C,some college,free/reduced,none,56,46,38
186,male,group E,associate's degree,standard,completed,88,78,73
187,female,group C,high school,standard,completed,67,75,72
188,male,group A,high school,standard,none,79,79,68
189,female,group D,some high school,free/reduced,none,68,73,62
190,female,group C,some high school,standard,none,78,87,90
191,female,group A,some high school,standard,none,53,58,56
192,male,group E,master's degree,free/reduced,none,96,76,74
193,female,group C,some college,standard,none,56,62,58
194,male,group D,associate's degree,standard,completed,88,79,85
195,male,group B,some college,standard,completed,75,75,77
196,female,group D,associate's degree,standard,none,70,82,87
197,female,group C,some college,standard,completed,70,78,78
198,female,group D,some high school,free/reduced,none,43,63,61
199,male,group E,master's degree,standard,none,74,63,64
200,female,group D,bachelor's degree,free/reduced,none,62,73,72
201,male,group C,some high school,standard,none,63,56,53
202,male,group E,master's degree,free/reduced,none,75,72,74
203,female,group E,high school,standard,none,66,70,69
204,female,group C,some high school,standard,none,68,74,72
205,female,group E,high school,free/reduced,none,79,86,79
206,male,group B,bachelor's degree,standard,none,39,40,40
207,female,group B,bachelor's degree,standard,completed,82,94,98
208,male,group D,high school,standard,completed,76,85,81
209,female,group C,associate's degree,standard,completed,71,82,86
210,female,group C,some college,free/reduced,none,48,62,56
211,female,group C,associate's degree,standard,none,64,79,77
212,male,group E,associate's degree,standard,completed,81,68,70
213,female,group E,some college,free/reduced,none,39,44,41
214,female,group B,bachelor's degree,standard,completed,85,91,95
215,male,group C,high school,free/reduced,completed,65,56,62
216,female,group C,associate's degree,standard,none,58,69,70
217,male,group C,some high school,standard,completed,43,44,39
218,female,group B,some high school,standard,none,54,64,66
219,male,group B,high school,standard,completed,67,55,65
220,male,group D,some high school,standard,none,75,61,55
221,female,group C,some high school,standard,none,58,69,64
222,female,group C,associate's degree,standard,none,64,80,72
223,male,group C,associate's degree,standard,none,60,60,56
224,male,group D,bachelor's degree,standard,none,75,66,66
225,male,group E,some college,free/reduced,none,53,42,43
226,male,group C,some high school,free/reduced,none,46,38,40
227,female,group D,some high school,standard,none,72,79,86
228,male,group C,some college,free/reduced,none,46,48,48
229,male,group D,associate's degree,standard,completed,71,74,73
230,male,group D,high school,standard,none,73,62,58
231,female,group B,some high school,standard,none,49,70,59
232,male,group E,some college,standard,completed,100,94,93
233,male,group E,master's degree,standard,completed,89,88,88
234,male,group B,bachelor's degree,free/reduced,completed,73,78,76
235,female,group E,some college,standard,completed,80,90,89
236,male,group E,some college,free/reduced,none,52,46,48
237,female,group D,some high school,standard,none,62,81,72
238,male,group C,bachelor's degree,free/reduced,none,66,56,54
239,male,group E,associate's degree,standard,completed,84,90,91
240,female,group C,associate's degree,standard,completed,62,76,81
241,female,group B,high school,standard,completed,85,100,95
242,male,group D,some college,standard,none,79,64,73
243,female,group D,bachelor's degree,standard,completed,73,94,94
244,male,group C,high school,standard,none,83,66,61
245,male,group B,some high school,free/reduced,none,53,51,46
246,male,group B,some college,standard,completed,70,75,73
247,male,group E,some high school,standard,none,84,78,65
248,female,group B,some college,free/reduced,none,71,78,73
249,male,group E,some college,free/reduced,none,68,63,57
250,female,group D,associate's degree,standard,completed,77,84,89
251,female,group A,associate's degree,free/reduced,none,55,67,65
252,female,group D,high school,standard,completed,91,83,95
253,female,group D,some college,standard,none,60,62,62
254,female,group B,high school,standard,completed,68,67,71
255,male,group C,master's degree,standard,none,63,64,69
256,female,group C,some high school,free/reduced,completed,62,75,72
257,male,group C,some high school,standard,completed,86,88,92
258,male,group E,some college,standard,none,97,96,86
259,female,group C,associate's degree,standard,none,51,70,68
260,male,group D,high school,standard,completed,81,77,77
261,female,group D,associate's degree,free/reduced,none,79,87,90
262,female,group B,some college,standard,none,68,76,82
263,male,group C,some college,standard,none,70,67,64
264,male,group E,some high school,free/reduced,none,40,43,38
265,female,group A,associate's degree,standard,completed,47,61,67
266,female,group E,high school,standard,completed,69,73,71
267,male,group C,some college,standard,none,73,64,62
268,male,group D,some college,free/reduced,none,52,47,44
269,male,group A,associate's degree,standard,none,73,70,64
270,male,group D,some college,standard,none,82,73,75
271,female,group D,some high school,standard,completed,40,58,58
272,female,group D,some college,standard,completed,60,65,71
273,male,group C,some high school,standard,none,72,71,65
274,male,group D,some high school,standard,none,55,58,49
275,female,group B,master's degree,standard,none,63,74,72
276,male,group B,high school,standard,completed,65,59,60
277,male,group B,some college,standard,completed,77,84,90
278,male,group C,some college,standard,none,95,88,87
279,female,group A,some college,standard,none,61,77,69
280,male,group C,associate's degree,free/reduced,none,63,65,56
281,male,group A,some high school,standard,none,58,59,53
282,female,group B,associate's degree,standard,none,75,78,80
283,female,group B,high school,standard,none,58,59,66
284,female,group D,bachelor's degree,standard,none,76,84,83
285,female,group B,associate's degree,standard,none,49,53,50
286,female,group D,some college,standard,none,53,58,62
287,female,group A,associate's degree,standard,completed,61,79,75
288,female,group D,associate's degree,free/reduced,none,71,84,83
289,female,group D,high school,standard,completed,68,82,78
290,female,group B,high school,standard,none,71,70,70
291,female,group C,some high school,free/reduced,none,57,61,59
292,female,group D,some college,standard,completed,57,69,70
293,male,group B,some college,free/reduced,none,78,76,67
294,male,group C,high school,standard,completed,89,83,79
295,female,group C,some college,free/reduced,completed,53,67,71
296,male,group D,bachelor's degree,standard,none,89,79,75
297,male,group B,associate's degree,free/reduced,none,51,46,39
298,male,group D,some high school,free/reduced,none,64,70,72
299,female,group B,some college,free/reduced,none,52,61,62
300,female,group C,some high school,standard,none,50,64,60
301,male,group D,high school,free/reduced,none,64,60,55
302,female,group A,associate's degree,free/reduced,none,62,72,70
303,female,group B,bachelor's degree,free/reduced,none,50,55,57
304,male,group C,high school,standard,none,62,53,52
305,male,group A,some college,standard,none,68,57,55
306,female,group B,some college,standard,completed,60,58,66
307,female,group A,high school,standard,none,37,53,44
308,female,group D,associate's degree,free/reduced,none,43,61,59
309,male,group E,bachelor's degree,standard,completed,67,71,65
310,female,group C,some college,free/reduced,none,38,39,43
311,female,group D,some college,standard,none,66,79,76
